"C1","C2","C3","C4","C5","C6","C7","C8","C9","C10","D"
-0.519976810778754,3.34995335439258,-0.4968431639208,-0.90123125651931,0.540741742198354,-1.20248910616615,-0.402111450599914,-0.185615030633003,0.569540315151391,1.67004238123512,0
-2.95780259915126,3.35063191285718,-0.368623051593577,-1.06101851505421,2.7378176875081,-0.541076638574694,-0.727606509201794,0.898472633388861,-0.200288582355986,1.55035118577229,1
2.34169505897705,3.13751997992771,-0.24770625214408,-0.47625948152218,0.918735376505281,0.247050193540134,-0.725345240943193,1.31449497108102,-1.72592949149303,1.43885204061092,0
-0.0162409443266233,3.26318939034731,-0.567421580809346,-3.56518371963085,0.266483350789158,-0.664064323401237,-1.04893775495019,1.27497480649067,-3.79684616511027,1.54028819481558,1
-0.270274607952072,3.19732809523711,2.46461127533141,0.552958829986407,2.71826582964665,-0.77471639813282,-0.145106087446409,1.10942504601838,0.148836548694544,0.505743438121909,1
4.19945254389421,3.97940686588605,1.62145575620291,-0.618001764915239,-0.173525391036005,0.120575130874963,-3.74986690026522,1.12295836157103,-0.685482483622072,1.18265349680184,0
-0.637947632351266,3.26589919113422,-0.910993971399367,-0.344499518943447,1.30934876666009,1.19071957654621,-1.13864221670184,1.09676066514466,-1.06861461809108,0.600017655064259,1
-2.15512178846864,3.3515831343164,-0.558882224523416,-2.57435133067283,0.768589901690555,0.402941875884709,-0.731368850623347,-0.140376366155901,-1.16681041750114,0.105670874956188,1
0.80460835246999,3.01200605136183,-0.66598478069642,-0.968742741187572,-1.72367762220931,-0.423720638495048,-0.821027930591069,0.950128575793536,-0.804478050906771,2.09274664518077,0
-0.887194505275028,3.36743620042467,-0.38081208773982,-1.05652333060236,0.498147950426079,-0.114592659809484,-0.752996706670388,1.07413388803063,-1.15936787650947,-1.2773103206949,1
-0.218604726589853,5.69081080292761,-0.805051882027678,-1.07137724498494,0.661862090210874,-4.51946916593692,0.481808818434269,1.58964397250816,-0.748982706598037,0.74077938298495,0
-0.203894793898205,3.76626354576798,0.143299879168962,-0.387552540245279,4.06585853140401,-0.511008624464593,-0.648294008421454,1.27281803015551,-1.61478731478511,1.75848720399707,1
-1.03769234323389,2.80977280395953,-0.541302840359269,-0.274111168735362,0.650591406883316,0.0494717018804701,-1.84543848940288,0.922763877043605,-2.0525163150545,1.95981005260625,1
0.220390772057833,3.24580853622742,0.033127616001932,-1.50484431493894,0.626033544894557,0.7234486180964,-1.11725699222996,1.08070198126738,-1.28060920471217,1.4978523576678,0
-0.318706507315872,4.00547458176513,-1.05978079306993,-2.21125504699104,2.29074315536899,0.524471105930363,1.39970024139094,1.30783863589227,-1.76739755589564,-0.102356421585182,0
-0.930163265979116,3.236593218078,0.772139163207903,0.765492527005968,0.75253116589521,0.656522571996297,-1.46320431919522,1.67121420173008,-0.358820814341668,1.25660145753727,1
-0.409949850937688,3.26077730012051,-0.771619739035774,-1.1631137092366,0.396039243741454,-0.55154839314899,-1.33703916009551,1.06820778402959,0.468518427493853,0.140022336535397,1
-0.274518670646762,3.17497888204201,-0.559517014072943,-1.40952485621179,0.675452285259785,-0.725010054481831,-0.770111482249801,1.36527121437978,-0.799492133325264,2.07083813910027,0
0.0260333357539067,2.05258159356161,-0.659103809342925,-1.381130163263,-0.192358853179075,0.785804963260133,-0.649568088645647,1.06549836477076,-0.88565562969717,3.96828984751694,0
-1.37994874373028,2.8142051890819,-0.333796967244628,-0.855767731199251,0.541195778895824,0.0609139578448067,-0.771883828040595,0.851187394720875,-0.616659004952447,-0.293976713888688,0
-0.162179156621905,3.63326036737476,-1.50716849581796,-0.935357697317659,0.595411593348511,-0.784582671072848,-1.13785019703572,-0.559564899521616,-1.95770532505125,0.506907239207545,1
-0.869026271069918,3.25237047509996,-0.654478804005041,-0.811681179877233,2.79435498804191,-0.553609971960374,-0.786568340306055,1.63491026116073,-1.49558232334758,3.55680601898292,0
-2.04059119019956,2.37457784989595,-1.77240037462354,-0.772932739908188,0.228545540643868,0.140835687084715,1.00905564445089,1.10370392727445,-2.78083630349431,1.90636467581535,1
0.528170520618259,3.25092259862621,-0.631109087523367,0.341270761777859,0.722293721440691,1.30981399660121,-0.247373703978639,1.3448533284588,-3.98911131372399,1.20190677942402,0
-0.368101523137863,2.64125036315163,1.72241696537114,1.07675315997437,-0.00608255297063931,0.466064378394958,-2.19563318573862,1.19740097005432,-2.23079983625644,1.83787638517325,0
1.14606233332509,2.76890805425333,0.76748311014072,-1.10445271110196,0.812395693892366,0.547931968774407,-2.84195014475043,0.300926183168028,-1.1484691308742,1.26640499870691,0
-0.614502140485738,3.26284972363365,1.13905272299527,-1.77242542624643,0.213223167635751,2.5761512749346,-0.827504610837432,1.06859137735242,-2.16526804349763,1.52156582005353,1
-1.55190341568621,3.22212762568899,-0.550656689576528,0.719897017248122,0.130577042114269,-0.13405915729181,-0.666203865852783,1.34015326130246,-1.54764080310244,1.36670491141434,0
-1.65288155535973,3.58099320993754,-0.463407585067718,-0.142728877349592,-0.894320483800255,1.01143410051315,-0.269786121073789,1.47914472378097,-0.881245843235436,2.32843513406297,0
-4.70689919410987,3.8840905684095,-0.354501165696879,-1.20907770444306,0.514525039956187,0.660409717900691,-0.668216060512502,0.514740407410127,-0.893307010286326,1.09576236561582,1
0.200565687093042,-0.21823398771927,-0.261037741832216,-1.80366552528684,0.56948779108354,1.5980232026656,-1.29722725043575,1.79971345273608,-0.12541451127902,4.21878989472876,0
-1.79022381725584,3.17374553073565,-0.559955014161732,-3.8462348836541,2.87493302816192,0.402883693705397,-0.679938410262871,1.12172448818674,0.423947378355332,-1.97099046068456,1
-2.93429837830564,2.7547133116114,-0.566306117414068,-3.90641469735411,0.54858130641258,0.583117395561955,0.490632177067858,0.843140409296376,-0.759468255579558,0.935936866854437,1
0.167381313881989,3.2428051387699,0.231376246650326,-0.782807951976105,0.446318287067585,-2.23761504293034,-0.888594270847849,0.129737328848359,-1.47695803013319,1.40080117618607,0
-0.0953837188034244,3.01603791733321,-1.81199486408542,0.763225865106003,0.100246123762062,-0.607333388323287,-1.36534338796253,1.24772830333217,-0.550730033766279,0.567396704177747,1
-0.623353694499447,3.21426515070411,-0.218243284524588,0.363352395993435,0.32280010639368,-0.448610507189494,-0.207559620157077,1.9237462515113,-1.20127329157772,1.23887225333573,0
-0.52766696088389,3.26706642838817,-1.11861668102213,-1.02894666932476,0.639807097566255,1.44458391786486,-0.902759455196617,1.13984523284388,-1.09248239608376,0.686030900501686,0
-0.682259181906302,2.83527015596044,-0.552756947018941,-2.07670306766942,1.59007048356012,-1.07433129618511,-0.729406372004954,0.409571923466606,-1.35055502919225,0.681033223046599,1
1.37333863692461,3.42821192587309,-0.566355960356844,-0.845862012763187,0.15781666001975,-0.656630127411506,-0.795531245291114,0.880253267354418,-0.830078964248846,2.5291428531176,1
-1.97594940488485,3.11471170978994,-0.708052565894992,-1.35504747784913,0.633220135723118,0.785651084699803,-0.704638611128057,0.703248782883401,-1.02593051476594,0.570741639344694,1
